ATL,OAJ,85.0,397.0,2238.0
ATL,MLB,89.0,411.0,2649.0
ATL,EWN,88.0,417.0,1129.0
IAH,DFW,69.0,181.0,7741.0
IAH,LCH,48.0,123.0,2110.0
IAH,CLL,42.0,131.0,1364.0
IAH,CRP,62.0,156.0,4165.0
IAH,LFT,62.0,166.0,4227.0
IAH,MLU,69.0,177.0,1544.0
IAH,HRL,71.0,189.0,2344.0
IAH,BTR,68.0,198.0,4539.0
IAH,MFE,75.0,228.0,3782.0
IAH,JAN,80.0,258.0,3788.0
IAH,LRD,74.0,265.0,1794.0
IAH,PNS,98.0,289.0,2770.0
IAH,HOB,99.0,387.0,1086.0
DFW,LBB,70.0,184.0,1338.0
DFW,ABI,52.0,137.0,4455.0
DFW,ACT,44.0,139.0,3079.0
DFW,LAW,51.0,152.0,2474.0
DFW,SPS,49.0,155.0,2340.0
DFW,FSM,64.0,180.0,2491.0
DFW,AMA,72.0,189.0,2240.0
DFW,GGG,55.0,191.0,1229.0
DFW,SHV,62.0,195.0,4363.0
DFW,XNA,73.0,197.0,4280.0
DFW,TYR,50.0,203.0,3067.0
DFW,SJT,60.0,211.0,3103.0
DFW,GRK,51.0,223.0,5003.0
DFW,AEX,72.0,238.0,1882.0
DFW,TXK,58.0,255.0,1833.0
DFW,ROW,90.0,284.0,1831.0
DFW,GCK,86.0,299.0,1272.0
DFW,GRI,106.0,308.0,1218.0
DFW,BPT,74.0,319.0,1820.0
DFW,MHK,90.0,329.0,1898.0
DFW,MEI,98.0,332.0,892.0
DFW,BRO,97.0,343.0,2005.0
DFW,JLN,80.0,397.0,1269.0
LAX,SBP,63.0,172.0,2688.0
LAX,CLD,46.0,200.0,1254.0
LAX,SMX,58.0,206.0,493.0
DEN,LAR,48.0,158.0,1110.0
DEN,PUB,48.0,165.0,508.0
DEN,ASE,52.0,168.0,2045.0
DEN,HDN,60.0,193.0,183.0
DEN,GUC,56.0,213.0,525.0
DEN,DRO,68.0,242.0,1114.0
DEN,LBB,93.0,278.0,1172.0
DEN,HYS,71.0,284.0,1118.0
DEN,SAF,73.0,288.0,573.0
DEN,MTJ,60.0,295.0,886.0
DEN,JMS,109.0,308.0,777.0
DEN,COD,89.0,310.0,605.0
DEN,MOT,112.0,327.0,2004.0
DEN,DIK,100.0,437.0,655.0
MSP,CID,70.0,202.0,1386.0
MSP,BJI,61.0,152.0,1329.0
MSP,DLH,55.0,175.0,1213.0
MSP,INL,69.0,176.0,482.0
MSP,RST,47.0,176.0,794.0
MSP,CWA,61.0,193.0,50.0
MSP,OMA,72.0,219.0,2543.0
MSP,BIS,85.0,226.0,2976.0
MSP,FSD,62.0,242.0,2525.0
MSP,ABR,70.0,255.0,1320.0
MSP,GRB,67.0,265.0,2099.0
MSP,FAR,63.0,270.0,3419.0
MSP,ATW,68.0,273.0,1023.0
MSP,RHI,63.0,298.0,1321.0
MSP,GFK,75.0,302.0,1427.0
MSP,ISN,109.0,389.0,2108.0
DTW,PIT,62.0,202.0,1054.0
DTW,CLE,51.0,130.0,1288.0
DTW,FWA,55.0,147.0,1941.0
DTW,MBS,50.0,153.0,864.0
DTW,ERI,62.0,155.0,196.0
DTW,CAK,55.0,160.0,377.0
DTW,LAN,47.0,161.0,857.0
DTW,SBN,59.0,161.0,2571.0
DTW,GRR,52.0,177.0,2726.0
DTW,ELM,76.0,192.0,2824.0
DTW,APN,64.0,200.0,1095.0
DTW,TVC,62.0,205.0,1505.0
DTW,LEX,75.0,220.0,977.0
DTW,SWF,100.0,253.0,38.0
DTW,MQT,89.0,276.0,35.0
DTW,SCE,71.0,303.0,416.0
DTW,ESC,75.0,309.0,1105.0
DTW,ABE,93.0,313.0,1383.0
DTW,BGM,83.0,330.0,517.0
DTW,PLN,70.0,338.0,1461.0
DTW,BGR,125.0,341.0,621.0
DTW,ITH,87.0,360.0,61.0
DTW,CIU,76.0,361.0,1192.0
ORD,SBN,49.0,177.0,2186.0
ORD,MKE,49.0,130.0,9192.0
ORD,AZO,53.0,150.0,2495.0
ORD,MKG,56.0,163.0,1235.0
ORD,FNT,66.0,166.0,3539.0
ORD,TOL,64.0,169.0,1798.0
ORD,PIA,55.0,170.0,4142.0
ORD,MSN,54.0,193.0,6013.0
ORD,BMI,52.0,210.0,1796.0
ORD,EAU,76.0,217.0,1270.0
ORD,EVV,77.0,217.0,3300.0
ORD,SPI,60.0,223.0,1910.0
ORD,LSE,68.0,243.0,2202.0
ORD,MLI,56.0,252.0,3049.0
ORD,DBQ,56.0,263.0,1736.0
ORD,CMI,56.0,268.0,3354.0
ORD,SUX,97.0,300.0,1180.0
ORD,ALO,70.0,306.0,1166.0
ORD,COU,78.0,326.0,1236.0
ORD,STC,93.0,331.0,154.0
ORD,SGF,97.0,335.0,3868.0
ORD,PAH,85.0,366.0,1246.0
ORD,CMX,86.0,420.0,1234.0
MDW,CMH,66.0,201.0,3566.0
MDW,SDF,66.0,165.0,2259.0
CLT,PIT,86.0,215.0,4845.0
CLT,ILM,60.0,219.0,323.0
CLT,MYR,59.0,227.0,12.0
CLT,MDT,91.0,265.0,246.0
EWR,AVP,49.0,144.0,103.0
EWR,ROC,75.0,198.0,1406.0
EWR,SYR,72.0,198.0,971.0
FCA,MSO,54.0,168.0,1.0
HNL,LIH,38.0,151.0,11695.0
HNL,ITO,53.0,149.0,9571.0
HNL,PPG,334.0,884.0,213.0
HNL,GUM,442.0,1448.0,662.0
MSN,CID,49.0,186.0,1.0
MCI,STL,56.0,143.0,2387.0
MCI,LNK,51.0,130.0,1.0
ANC,CDV,47.0,193.0,654.0
ANC,ADQ,55.0,161.0,874.0
ANC,AKN,59.0,192.0,126.0
ANC,DLG,64.0,256.0,154.0
ANC,OTZ,92.0,259.0,961.0
ANC,FAI,60.0,265.0,996.0
ANC,BET,72.0,342.0,1759.0
ANC,ADK,175.0,485.0,177.0
HOU,CRP,49.0,147.0,2468.0
HOU,MAF,80.0,233.0,2200.0
MEM,DAL,80.0,257.0,922.0
DAL,TUL,57.0,155.0,1852.0
DAL,ICT,70.0,175.0,1176.0
DAL,LIT,62.0,211.0,2009.0
SMF,SNA,80.0,202.0,4226.0
TPA,FLL,56.0,165.0,3802.0
GSO,IAD,68.0,201.0,120.0
IAD,PIT,63.0,218.0,427.0
IAD,TTN,105.0,282.0,1.0
IAD,ROA,68.0,304.0,10.0
IAD,UST,116.0,418.0,6.0
RIC,LGA,87.0,238.0,2566.0
INL,HIB,44.0,156.0,637.0
INL,BRD,59.0,203.0,4.0
RDU,PHF,50.0,155.0,1.0
MYR,CRW,70.0,214.0,128.0
MYR,ACY,82.0,224.0,650.0
MYR,IAG,110.0,329.0,230.0
MYR,LBE,85.0,382.0,386.0
MYR,PBG,129.0,424.0,101.0
LGA,BTV,74.0,218.0,88.0
LGA,MHT,75.0,289.0,242.0
LGA,CHO,82.0,338.0,709.0
FLL,JAX,73.0,333.0,1447.0
FLL,STT,164.0,412.0,612.0
RHI,IMT,41.0,164.0,554.0
JMS,DVL,42.0,194.0,721.0
MEI,PIB,33.0,101.0,889.0
SIT,JNU,41.0,199.0,1395.0
JNU,GST,32.0,97.0,150.0
JNU,PSG,43.0,119.0,654.0
JNU,YAK,51.0,193.0,650.0
PSG,WRG,24.0,89.0,651.0
WRG,KTN,37.0,105.0,650.0
YAK,CDV,49.0,194.0,652.0
OTZ,OME,45.0,159.0,310.0
FAI,BRW,81.0,312.0,322.0
BRW,SCC,48.0,175.0,813.0
STT,SJU,34.0,139.0,1386.0
SJU,STX,38.0,117.0,665.0
ITO,OGG,39.0,154.0,1334.0
OGG,KOA,35.0,138.0,1671.0
